School Name,address,postal_code,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,Latitude,Longitude,Full Address
PEIYING PRIMARY SCHOOL,651 YISHUN RING ROAD   ,768687,67558802,na,PYPS@MOE.EDU.SG,Khatib,"851, 852, 853, 854, 855",MADAM WONG WEI YONG,MR ABDUL RANI BIN IDRIS,MISS NG PEI SUN,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.41741627551251,103.830143209875,651 YISHUN RING ROAD COMMIT LEARNING SCHOOLHOUSE @ PEIYING PRIMARY SCHOOL SINGAPORE 768687
PIONEER PRIMARY SCHOOL,80 TENGAH GARDEN AVENUE   ,699915,67932040,na,PIONEER_PS@MOE.EDU.SG,Boon Lay Station,"219, 241",MADAM LOKE WAI LING,MR TAN HOCK CHYE CHARLES,MADAM WONG WEI YI,na,na,na,na,TENGAH,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.33902264667589,103.687769623983,31 JURONG WEST STREET 91 PIONEER PRIMARY SCHOOL SINGAPORE 649037
POI CHING SCHOOL,21 TAMPINES STREET 71   ,529067,67857198,na,POICHING_SCH@MOE.EDU.SG,Tampines MRT,"Bus 293, 72, 27 and 168",MADAM LIM TZYY SHIUAN,MISS CHAN JING JING,MRS TAN MEI LING IRENE MRS IRENE GOH HOCK NGUAN,na,na,na,na,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,CHINESE,na,na,1.35765122315688,103.935246477199,21 TAMPINES STREET 71 POI CHING SCHOOL SINGAPORE 529067
PRESBYTERIAN HIGH SCHOOL,5209 ANG MO KIO AVENUE 6   ,569845,64543430,na,PRESBYTERIAN@MOE.EDU.SG,YIO CHU KANG MRT,"45, 70, 70M, 71, 76, 86, 668, 825, 851, 851e, 852, 853, 853M",MADAM ONG HUI MIIN ANGELINE,MR CHENG CHI EN,MR TAY SOON INN TIMOTHY,na,na,na,na,ANG MO KIO,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.38201194250223,103.843149382823,5209 ANG MO KIO AVENUE 6 PRESBYTERIAN HIGH SCHOOL SINGAPORE 569845
PRINCESS ELIZABETH PRIMARY SCHOOL,30 BUKIT BATOK WEST AVENUE 3   ,659163,65637859,na,PEPS@MOE.EDU.SG,Bukit Batok MRT Station,"Bus 174, 157, 178, 66, 941",MR BUCKTHA SEELAN,MADAM CHU SING EE,MISS NGIAM WEE HENG,MISS TOH CUI LIN,na,na,na,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.349203513,103.74101964471,30 BUKIT BATOK WEST AVENUE 3 PRINCESS ELIZABETH PRIMARY SCHOOL SINGAPORE 659163
PUNGGOL COVE PRIMARY SCHOOL,52 Sumang Walk   ,828674,63857261,na,punggolcove_ps@moe.edu.sg,Nibong LRT Station,"382W, 84",MADAM SEAH WHYE CHOO,MR ANDREW CHONG WENYI,MADAM CAI XIRUI,MISS CHNG SHI HUA,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.41159923273069,103.898803921164,52 SUMANG WALK PUNGGOL COVE PRIMARY SCHOOL SINGAPORE 828674
PUNGGOL GREEN PRIMARY SCHOOL,98 Punggol Walk   ,828772,65383210,na,admin_punggolgreen_ps@moe.edu.sg,Punggol MRT Station,"117, 117M, 119, 381, 382G, 666",MR HANAFI B ASMORE,MRS TAY CHAI HONG,MR JASBIR SINGH,MADAM CHRISTINA TEE SIEW PING,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.40187220643293,103.898801330302,98 PUNGGOL WALK PUNGGOL GREEN PRIMARY SCHOOL SINGAPORE 828772
PUNGGOL PRIMARY SCHOOL,61 HOUGANG AVENUE 8   ,538787,63877793,na,PUNGGOL_PS@MOE.EDU.SG,"Hougang, Buangkok",62 74 88 113 147 325,MADAM NORLIZA BTE A RAHIM,MR GOH CHANG CHUEN,MADAM LIM HUI MEOW ANNIE,MISS USHA RANI HENRY,na,na,na,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.37820062547641,103.894667159512,61 HOUGANG AVENUE 8 AFTERSCHOOL @ PUNGGOL PRIMARY SCHOOL SINGAPORE 538787
PUNGGOL SECONDARY SCHOOL,51 EDGEFIELD PLAINS   ,828870,64897859,na,PUNGGOL_SS@MOE.EDU.SG,"PUNGGOL MRT, COVE LRT","3, 34, 62, 82, 83, 85, 136, 965, 386",MS TNG YA WEN VALERIE,MR ANITH KUMAR S/O NADESAN,MADAM GOH YEONG JING,MR NG CHEE KIANG,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.40205738421399,103.909213706482,51 EDGEFIELD PLAINS PUNGGOL SECONDARY SCHOOL SINGAPORE 828870
PUNGGOL VIEW PRIMARY SCHOOL,9 Punggol Place   ,828845,6570 3680,na,punggolview_ps@moe.edu.sg,Punggol MRT Station,50; 382,MR WONG KIN MUN,MDM DE SOUZA SANDRA ANNE,MADAM SHARIFAH SAMIRAH BTE SYED MOHAMAD,MR CHONG WEE MING,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.40514582647962,103.905156371376,9 PUNGGOL PLACE PUNGGOL VIEW PRIMARY SCHOOL SINGAPORE 828845
QIFA PRIMARY SCHOOL,50 WEST COAST AVENUE   ,128104,67761485,na,QIFA_PS@MOE.EDU.SG,Clementi MRT Station,"30,51,78,143,285,655",MRS CATHERINE CHIANG,MADAM CHOO SIEW HONG,MADAM NORAINI BTE MANSOOR,na,na,na,na,CLEMENTI,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.3132658326807,103.756629101811,50 WEST COAST AVENUE AMP-MERCU STUDENT CARE CENTRE @ QIFA PRIMARY SCHOOL SINGAPORE 128104
QIHUA PRIMARY SCHOOL,5 WOODLANDS STREET 81   ,738525,62693114,na,QIHUA_PS@MOE.EDU.SG,Woodlands MRT Station,"911, 900",MRS LEE HUI FENG,MR FOO CHUAN KAI,MISS NURUL SUHANA BINTE SULAIMAN,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.44203596557592,103.788339762066,5 WOODLANDS STREET 81 POWERLIFE STUDENT SERVICES @ QIHUA PRIMARY SCHOOL SINGAPORE 738525
QUEENSTOWN PRIMARY SCHOOL,310 MARGARET DR   ,149303,64713640,na,QTPS@MOE.EDU.SG,Queenstown MRT,"32, 111, 145, 195",MADAM LIM PEI LIN OLIVIA MRS OLIVIA CHEONG,MISS CHEW MAY,MR LOW KAY KIAT,na,na,na,na,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.29559365009015,103.807548617332,310 MARGARET DRIVE QUEENSTOWN PRIMARY SCHOOL SINGAPORE 149303
QUEENSTOWN SECONDARY SCHOOL,1 STRATHMORE ROAD   ,148800,64741295,na,QTSS@MOE.EDU.SG,"REDHILL MRT, QUEENSTOWN MRT","33, 51, 64, 111, 120, 139, 145, 186, 970",MR SIM HOW CHONG,MRS CHANG TECK HUI,MR TAN TAI HUAT,na,na,na,na,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.29352126774652,103.813190980055,1 STRATHMORE ROAD QUEENSTOWN SECONDARY SCHOOL SINGAPORE 148800
QUEENSWAY SECONDARY SCHOOL,2A MARGARET DRIVE   ,149295,64741302,na,QWSS@MOE.EDU.SG,"COMMONWEALTH MRT, QUEENSTOWN MRT","32, 51, 93, 100, 105, 111, 122, 123, 145, 147, 153, 186, 195, 196, 198, 855, 961, 970",MS CHEN LI YING AUDREY,MR TEO WEIHONG,MADAM V PRIYA RAJAN,na,na,na,na,QUEENSTOWN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.30022271592188,103.802207291625,2A MARGARET DRIVE QUEENSWAY SECONDARY SCHOOL SINGAPORE 149295
RADIN MAS PRIMARY SCHOOL,1 BUKIT PURMEI AVENUE   ,99840,62763083,na,RMPS@MOE.EDU.SG,Tiong Bahru MRT; HarbourFront MRT,"SBS 123, 123M, 131, 131M; SBS 65, 121, 195, 855",MADAM TAN SUN SUN,MADAM NG LI YI,MS GOH CHIU KENG,na,na,na,na,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.27495823622634,103.824188270373,1 BUKIT PURMEI AVENUE RADIN MAS PRIMARY SCHOOL SINGAPORE 099840
RAFFLES GIRLS' PRIMARY SCHOOL,21 Hillcrest Road   ,289072,64692024,na,RGPS@MOE.EDU.SG,TAN KAH KEE MRT STATION,"66, 67, 74, 151, 154, 156, 157, 170, 171, 174, 852, 961",MADAM ELAINE QUEK-LIM HWEE BIN,MISS KONG SU MAY,MISS SUJATHA PARAMATHAYALAN,MR LOH YUH POR,na,na,na,BUKIT TIMAH,SOUTH,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,CHINESE,MALAY,TAMIL,1.3294042600012,103.806442915912,21 HILLCREST ROAD RAFFLES GIRLS' PRIMARY SCHOOL SINGAPORE 289072
RAFFLES GIRLS' SCHOOL (SECONDARY),2 BRADDELL RISE   ,318871,62353731,na,RGSS@MOE.EDU.SG,"BRADDELL MRT, CALDECOTT MRT","59, 93, 129, 156, 157, 163, 231, 232, 235",MADAM LIM HONG PENG,MS TAN HWEE MIAN MAY,MS YEO XIUTING VALERIE,MISS MAGDALENE SUEY,na,na,na,TOA PAYOH,SOUTH,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,No,Yes,Yes,CHINESE,MALAY,TAMIL,1.34217479932295,103.84313404727,2 BRADDELL RISE RAFFLES GIRLS' SCHOOL (SECONDARY) SINGAPORE 318871
RAFFLES INSTITUTION,1 RAFFLES INSTITUTION LANE   ,575954,64199238,na,RAFFLES_INST@MOE.EDU.SG,"BISHAN MRT, MARYMOUNT MRT","410,13,50,52,53,54,55,56,57,58,59,71,74,88,93,128,130,132,156,157,162,163,165,166,167,851,852,855,980","MR LOH HONG OON, AARON",MR ANG PENG SIONG BRIAN LAGMAN,MR EDWARD NG,MS MELISSA LIM AI LIN,MS NG MEI SZE,TAN MENG FONG DESMOND,MISS SEE PEI LOO,BISHAN,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL (S1-JC2),No,No,Yes,Yes,CHINESE,MALAY,TAMIL,1.34618775847486,103.845875110532,1 RAFFLES INSTITUTION LANE RAFFLES INSTITUTION SINGAPORE 575954
RED SWASTIKA SCHOOL,350 BEDOK NORTH AVENUE 3   ,469719,62448391,na,REDSWASTIKA@MOE.EDU.SG,Bedok Reservoir MRT,"Bus 14, 17, 28, 46, 66, 67, 69, 222, 228",MR LIM MENG WEI,MS ANGELA GOH BEE LIAN,MADAM ESTHER E TZY KWEI,MR TAN MENG KHIANG,na,na,na,BEDOK,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,No,No,CHINESE,na,na,1.33405659580859,103.934317528484,350 BEDOK NORTH AVENUE 3 COMMIT LEARNING SCHOOLHOUSE @ RED SWASTIKA SCHOOL SINGAPORE 469719
REGENT SECONDARY SCHOOL,50 CHOA CHU KANG NORTH 5   ,689621,67653413,na,REGENT_SS@MOE.EDU.SG,"YEW TEE MRT, CHOA CHU KANG MRT","307, 160, 170, 178, 925, 927, 960, 961, 979",MADAM TAN SIEW HONG (MRS SNG),MISS NG TZE FANG,MR THANGARASU PUBALAN,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.39327908335682,103.751034411529,50 CHOA CHU KANG NORTH 5 REGENT SECONDARY SCHOOL SINGAPORE 689621
RIVER VALLEY HIGH SCHOOL,6 BOON LAY AVENUE   ,649961,65677351,na,RVHS@MOE.EDU.SG,"BOON LAY MRT, LAKESIDE MRT","99, 157, 172, 174, 174E, 198, 240, 502, 974",na,MS CHUA SHI QIAN,MR LAU WAI CHI ALVIN,MR NG HONG PENG,MR MICHAEL JOHN PETER LAU CHONG LUM,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL (S1-JC2),Yes,Yes,No,Yes,CHINESE,na,na,1.34407801149725,103.709022156436,6 BOON LAY AVENUE RIVER VALLEY HIGH SCHOOL SINGAPORE 649961
RIVER VALLEY PRIMARY SCHOOL,2 RIVER VALLEY GREEN   ,237993,67321951,na,RVPS@MOE.EDU.SG,Somerset MRT,"5, 16, 32, 54, 65, 75, 175, 970",MRS JENNIFER PANG CHEE CHYN,MRS LOH SOK HIANG JACQUELINE,MADAM NUR RASHIDAH BTE ABDUL RASHID,na,na,na,na,CENTRAL,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.29418347842837,103.836018941571,2 RIVER VALLEY GREEN AFTERSCHOOL @ RIVER VALLEY PRIMARY SCHOOL SINGAPORE 237993
RIVERSIDE PRIMARY SCHOOL,110 Woodlands Crescent   ,737803,63654460,na,riverside_ps@moe.edu.sg,Admiralty MRT Station,Bus No 913 and Bus No 964,MR TAN CHOON KHENG,MADAM KHOO PHAIK HOON REGINA,MRS RANUKA PALANIVELU,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.44700426493785,103.801889031334,110 WOODLANDS CRESCENT MERCU STUDENT CARE CENTRE @ RIVERSIDE PRIMARY SCHOOL SINGAPORE 737803
RIVERSIDE SECONDARY SCHOOL,3 WOODLANDS STREET 81   ,738524,63683677,na,RIVERSIDE_SS@MOE.EDU.SG,WOODLANDS MRT,"169, 858, 900, 900A, 903, 904, 911, 913, 964, 965, 969",MISS THAM YOKE CHUN,MR CHAN KOK TUNG TOM,MISS HUI AI LIN,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.44110157139127,103.78830823641,3 WOODLANDS STREET 81 RIVERSIDE SECONDARY SCHOOL SINGAPORE 738524
UNITY PRIMARY SCHOOL,21 CHOA CHU KANG CRESCENT   ,688268,67676751,na,UNITY_PS@MOE.EDU.SG,Yew Tee MRT,TIBs 302,MRS LEE-KOH SIEW CHENG,MR SYAMSUL ANWAR BIN AWANG,MRS JASMINE TAN RODRIGO,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.40285481877246,103.746822625758,21 CHOA CHU KANG CRESCENT UNITY PRIMARY SCHOOL SINGAPORE 688268
RIVERVALE PRIMARY SCHOOL,80 RIVERVALE DRIVE   ,545092,63887449,na,RIVERVALE_PS@MOE.EDU.SG,Nearest LRT Station : Rumbia,"Bus Service 86, 371.",MISS RADHA D/O G SUBRAMANIAM,MRS GOH SIEW LING MARIA,MR CHIA SENG CHIANG AARON,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.39340997767762,103.904559511997,80 RIVERVALE DRIVE RIVERVALE PRIMARY SCHOOL SINGAPORE 545092
ROSYTH SCHOOL,21 Serangoon North Avenue 4   ,555855,64831102,na,ROSYTH_SCH@MOE.EDU.SG,"Ang Mo Kio, Serangoon","73, 315, 116",MR SURAJ NAIR S/O VENUGOPAL,MISS KWAN RUIYING KAREN,MADAM TAN LAY WAH,MR TAN BOON SENG,na,na,na,SERANGOON,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,CHINESE,MALAY,TAMIL,1.37289067499064,103.875001549174,21 SERANGOON NORTH AVENUE 4 ROSYTH SCHOOL SINGAPORE 555855
RULANG PRIMARY SCHOOL,6 JURONG WEST STREET 52   ,649295,65632382,na,RULANG_PS@MOE.EDU.SG,Lakeside,SBS 335,MS TRACY TAN I- LIAN,MR TAN JIAN ZHONG ADRIAN,MR TOH JIN TIAN,"MR TAN KOK LENG, STEVEN",na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.34673868889096,103.718457955487,6 JURONG WEST STREET 52 RULANG PRIMARY SCHOOL SINGAPORE 649295
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",1 Technology Drive   ,138572,68720856,na,contactus@sst.edu.sg,Dover,"14, 74, 105, 106, 147, 166, 185",MR CHAN CHOON LOONG,MR SZE GUAN KIAT,MR TAN BOON TIONG VINCENT,na,na,na,na,CLEMENTI,WEST,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,SECONDARY (S1-S4),No,No,No,No,CHINESE,MALAY,TAMIL,1.31292810600277,103.774011529322,"1 TECHNOLOGY DRIVE SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE SINGAPORE 138572"
SEMBAWANG PRIMARY SCHOOL,10 SEMBAWANG DRIVE   ,757715,67560367,na,SEMBAWANG_PS@MOE.EDU.SG,Sembawang MRT (6 to 8-minute walk),"656, 859, 859B, 962, 980",MR NG AIK BOON,MR SEE KOK KIONG,MISS TIFFANY CHONG,MR TAN THIAM SIONG,na,na,na,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.4450737155262,103.821042374036,10 SEMBAWANG DRIVE SEMBAWANG PRIMARY SCHOOL SINGAPORE 757715
SEMBAWANG SECONDARY SCHOOL,30 SEMBAWANG CRESCENT   ,757704,67585380,na,SEMBAWANG_SS@MOE.EDU.SG,SEMBAWANG MRT,"859, 859A, 962",MADAM KOH HOON CHOO JESSIE,MR CHAN YING CHUNG,MR LEE YONG KIANG JUSTIN,na,na,na,na,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.44531502131387,103.816843258118,30 SEMBAWANG CRESCENT SEMBAWANG SECONDARY SCHOOL SINGAPORE 757704
SENG KANG PRIMARY SCHOOL,21 COMPASSVALE WALK   ,545166,63840839,na,SKPS@MOE.EDU.SG,Sengkang MRT,"27, 80, 82, 83, 86, 87, 88, 89, 119, 156, 163, 371, 372 & 965",MRS LEE SIEW HONG,MR MOHAMED AZHAR BIN MOHAMED NOOR,MISS THIEN LI CHIN,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.38949740422462,103.899767112047,21 COMPASSVALE WALK SENG KANG PRIMARY SCHOOL SINGAPORE 545166
SENG KANG SECONDARY SCHOOL,10 COMPASSVALE LANE   ,545090,63887254,na,SKSS@MOE.EDU.SG,"SENGKANG MRT, RANGGUNG LRT","27, 80, 85, 86, 87, 89, 89E, 163, 163M, 372",MR N SIVARAJAN,"MR NG CHENG SONG, JEREMY",MR LAK YAU HUI,na,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.38659683143747,103.898365036709,10 COMPASSVALE LANE SENG KANG SECONDARY SCHOOL SINGAPORE 545090
SENGKANG GREEN PRIMARY SCHOOL,15 Fernvale Road   ,797636,62428796,na,sengkanggreen_ps@moe.edu.sg,Fernvale LRT (SW5) - (Sengkang West Loop),"Sengkang and Toa Payoh Interchange - no 163, Along Yio Chu Kang Road - no 70, 86, 103 and 854, Punggol Interchange to Bishan Interchange - no 50, Hougang Central Interchange - no 102",MR GAU POH TECK,MADAM ADILA ONG KIM LUAN,MR TAN KENG LIM JEREMY,MADAM GINNY CHUA GEOK HONG,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.39284606680477,103.875217666486,15 FERNVALE ROAD SENGKANG GREEN PRIMARY SCHOOL SINGAPORE 797636
SERANGOON GARDEN SECONDARY SCHOOL,21 SERANGOON NORTH AVENUE 1   ,555889,62888695,na,sgss@moe.edu.sg,"SERANGOON MRT, ANG MO KIO MRT","25, 55, 73, 74, 76, 132, 165, 315",MADAM MAH PATSY,MS HO GEOK LAN,MR NG SONG LIM STEVEN,MR ZAINAL ABIDIN BIN MAHMOOD,na,na,na,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.36932570490947,103.869270301476,21 SERANGOON NORTH AVENUE 1 SERANGOON GARDEN SECONDARY SCHOOL SINGAPORE 555889
SERANGOON SECONDARY SCHOOL,11 UPPER SERANGOON VIEW   ,534237,63851635,na,SERANGOON_SS@MOE.EDU.SG,"HOUGANG MRT, KANGKAR LRT","62, 74, 102, 113, 119, 136, 147, 324",MR CHEN FOOK PANG,MR LIM KAH LEONG MARC,MADAM LIM PUAY KHENG,MR MEYYAPPAN NADARAJAN THEVAR,na,na,na,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.37465538827443,103.902138740699,11 UPPER SERANGOON VIEW SERANGOON SECONDARY SCHOOL SINGAPORE 534237
SHUQUN PRIMARY SCHOOL,8 JURONG WEST STREET 51   ,649332,65637418,na,SQPS@MOE.EDU.SG,W11 Lakeside,"98, 187, 335",MRS SARA DE SOUZA,MDM SO KAH LAY,DR. CHOONG PEK LAN,MS LEE KOON HAR ANGELA (LI KUNXIA),na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.34765311431632,103.721523713379,8 JURONG WEST STREET 51 SHUQUN PRIMARY SCHOOL SINGAPORE 649332
SI LING PRIMARY SCHOOL,61 WOODLANDS AVENUE 1   ,739067,63675516,na,SLPS@MOE.EDU.SG,Woodlands,912 from Woodlands Interchange,MR KOE EE TIONG,MADAM NURAZIAN BINTE BAJURI,MR RAJ KUMAR S/O V SIVALINGAM,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.43240935732525,103.786035065192,61 WOODLANDS AVENUE 1 SI LING PRIMARY SCHOOL SINGAPORE 739067
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,190 DUNEARN ROAD   ,309437,62523076,na,SCGPS@MOE.EDU.SG,Stevens,"66, 67, 105, 132, 151, 153, 154, 156, 170, 171, 186, 190, 605, 700, 960",MRS LINDA CHAN,MADAM LIM YING YING,MADAM PEH TAN WEE,MADAM SIA YAN SAN,na,na,na,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.32080725235992,103.827744749548,190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' SCHOOL (PRIMARY) SINGAPORE 309437
SINGAPORE CHINESE GIRLS' SCHOOL,190 DUNEARN ROAD   ,309437,62523076,na,SCGSS@MOE.EDU.SG,STEVENS MRT,"48, 67, 105, 132, 151, 153, 154, 156, 170, 186, 190, 960, 960E, 972, 972M",MRS LINDA CHAN,MISS LEONG KAI LING,MRS SHERMAINE TANG,na,na,na,na,NOVENA,SOUTH,INDEPENDENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,No,No,Yes,CHINESE,MALAY,TAMIL,1.30239915719716,103.839055904985,H.S. OF SINGAPORE CHINESE GIRLS' SCHOOL (HISTORIC SITE)
SINGAPORE SPORTS SCHOOL,1 Champions Way   ,737913,67662100,na,enquire@sportsschool.edu.sg,Woodlands South MRT,901,MR ONG KIM SOON,MR EDMUND SONG,MR HO BENG KIAT,MDM QUEK YAU KENN LYNN,MR LIM HOW CHUEN CLEMENT,MISS TAN HUI HUI JEANIE,na,WOODLANDS,NORTH,SPECIALISED INDEPENDENT SCHOOL,CO-ED SCHOOL,FULL DAY,"MIXED LEVEL (S1-S5, JC1-JC2)",No,No,No,No,CHINESE,MALAY,TAMIL,1.42641140556342,103.789444793951,1 CHAMPIONS WAY SINGAPORE SPORTS SCHOOL SINGAPORE 737913
SOUTH VIEW PRIMARY SCHOOL,6 Choa Chu Kang Central   ,689762,67631091,na,SVPS@MOE.EDU.SG,Choa Chu Kang MRT Station,307 / South View LRT Station,MISS ANG MUI KHOONG,MISS GOH JIA LI,MR ONG HONG GHEE,MR RAMESH TIWARI S/O RAMADHAR TIWARI,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.38166664389749,103.746275846011,6 CHOA CHU KANG CENTRAL SOUTH VIEW PRIMARY SCHOOL SINGAPORE 689762
